date,date_str,status,error_type,error_msg,attempts,slept_backoff_sec,created_at
1992-07-06,06-07-92,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:49:40
1992-08-22,22-08-92,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:49:41
1992-11-11,11-11-92,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:49:44
1996-05-01,01-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-02,02-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-03,03-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-04,04-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-05,05-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-06,06-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-07,07-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-08,08-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-09,09-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-10,10-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-11,11-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-12,12-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-13,13-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-14,14-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-15,15-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-16,16-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-17,17-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-19,19-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-20,20-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-21,21-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-22,22-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-24,24-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-25,25-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-26,26-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-28,28-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-29,29-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-30,30-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-05-31,31-05-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-06-01,01-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-06-02,02-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-06-03,03-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-06-04,04-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-06-05,05-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-06-06,06-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-06-07,07-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-06-08,08-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-06-10,10-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:15
1996-06-11,11-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-06-12,12-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-06-13,13-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-06-14,14-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-06-15,15-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-06-16,16-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-06-17,17-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-06-18,18-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-06-19,19-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-06-21,21-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-06-22,22-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-06-23,23-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-06-25,25-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-06-26,26-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-06-27,27-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-06-28,28-06-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-07-01,01-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-07-02,02-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-07-03,03-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-07-04,04-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-07-05,05-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-07-06,06-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-07-07,07-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-07-08,08-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-07-09,09-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-07-10,10-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-07-11,11-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-07-12,12-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-07-13,13-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-07-14,14-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-07-15,15-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-07-16,16-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-07-17,17-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-07-18,18-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-07-19,19-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:16
1996-07-20,20-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-07-21,21-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-07-22,22-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-07-23,23-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-07-24,24-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-07-25,25-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-07-26,26-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-07-27,27-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-07-28,28-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-07-29,29-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-07-30,30-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-07-31,31-07-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-01,01-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-02,02-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-03,03-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-04,04-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-05,05-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-06,06-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-07,07-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-08,08-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-09,09-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-10,10-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-11,11-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-12,12-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-13,13-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-14,14-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-16,16-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-17,17-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-18,18-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-19,19-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-20,20-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-21,21-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-22,22-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-23,23-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-24,24-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-25,25-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-26,26-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-08-27,27-08-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:17
1996-12-16,16-12-96,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:20
1997-01-03,03-01-97,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:21
1997-03-01,01-03-97,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:22
1997-04-09,09-04-97,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:23
1997-07-04,04-07-97,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:25
1997-07-17,17-07-97,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:26
1997-08-24,24-08-97,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:27
1997-12-31,31-12-97,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:30
1998-01-09,09-01-98,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:30
1998-01-28,28-01-98,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:30
1998-02-10,10-02-98,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:31
1998-03-29,29-03-98,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:32
1998-04-21,21-04-98,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:33
1998-06-16,16-06-98,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:34
1998-07-08,08-07-98,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:34
1998-07-30,30-07-98,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:35
1998-08-15,15-08-98,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:36
1998-08-31,31-08-98,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:36
1998-09-07,07-09-98,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:36
1998-09-30,30-09-98,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:37
1998-11-21,21-11-98,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:38
1999-01-09,09-01-99,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:39
1999-01-21,21-01-99,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:40
1999-02-19,19-02-99,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:40
1999-06-09,09-06-99,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:43
1999-06-24,24-06-99,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:43
1999-06-30,30-06-99,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:44
1999-07-07,07-07-99,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:44
1999-08-03,03-08-99,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:44
1999-10-05,05-10-99,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:46
1999-11-15,15-11-99,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:47
1999-12-14,14-12-99,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:48
2000-01-14,14-01-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:49
2000-01-25,25-01-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:49
2000-02-14,14-02-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:50
2000-02-26,26-02-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:50
2000-03-25,25-03-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:51
2000-04-07,07-04-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:51
2000-04-15,15-04-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:51
2000-04-16,16-04-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:51
2000-04-17,17-04-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:51
2000-06-04,04-06-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:52
2000-07-03,03-07-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:53
2000-08-04,04-08-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:54
2000-08-09,09-08-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:54
2000-08-17,17-08-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:54
2000-08-24,24-08-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:54
2000-08-27,27-08-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:54
2000-09-01,01-09-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:55
2000-10-01,01-10-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:55
2000-10-14,14-10-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:56
2000-11-07,07-11-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:56
2000-12-07,07-12-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:57
2000-12-23,23-12-00,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:57
2001-01-15,15-01-01,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:50:58
2001-03-29,29-03-01,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:00
2001-03-30,30-03-01,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:00
2001-03-31,31-03-01,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:00
2001-04-01,01-04-01,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:00
